Name; Probe ID,Description (GNF1M; Sanger),Phylogenetic Age,process_5,function_5,component_10,Probe ID,olfactory bulb,frontal cortex,cerebral cortex,hippocampus,dorsal striatum,preoptic,hypothalamus,amygdala,cerebellum,pituitary
Sec13l1; gnf1m04398_a_at,SEC13-like 1 (S. cerevisiae),U,protein transport:GO:0015031,,,gnf1m04398_a_at,313.4,314.2,315.8,343.1,321.2,435.5,349.1,341.8,383.1,880.3
2310033P09Rik; gnf1m04399_a_at,RIKEN cDNA 2310033P09 gene; Multiple myeloma tumor-associated protein 2 homolog.,E,,,,gnf1m04399_a_at,25.4,57.1,75.1,131.8,38.3,213.5,190.5,64.7,16.7,216.9
Anapc4; gnf1m04400_a_at,anaphase promoting complex subunit 4,E,cell division:GO:0051301,,,gnf1m04400_a_at,333.1,397.7,533.6,581.2,363,783.6,680.7,617.1,489.8,950.8
3110024A21Rik; gnf1m04401_a_at,RIKEN cDNA 3110024A21 gene; Zinc finger protein 593 (Zinc finger protein T86).,E,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",metal ion binding:GO:0046872,nucleus:GO:0005634,gnf1m04401_a_at,137.7,94.5,94.8,49.9,49.9,108.5,102,21.4,34.9,92.2
Cklfsf3; gnf1m04402_a_at,chemokine-like factor super family 3,M,sensory perception:GO:0007600,cytokine activity:GO:0005125,integral to membrane:GO:0016021,gnf1m04402_a_at,38.3,36.4,23,20.2,30.4,100,60.4,43.2,73.4,34.5
Ndufc2; gnf1m04403_a_at,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2",Z,electron transport:GO:0006118,oxidoreductase activity:GO:0016491,mitochondrial inner membrane:GO:0005743,gnf1m04403_a_at,1090.9,1038.1,1600.1,961.8,845.4,1813.4,1369.1,945.3,1296.5,1477.8
Crip2; gnf1m04404_a_at,cysteine rich protein 2,,hemopoiesis:GO:0030097,metal ion binding:GO:0046872,,gnf1m04404_a_at,776.5,1359,1989,800.2,1412.2,1413.8,788.3,1083.9,336.2,957.8
Mrpl28; gnf1m04405_a_at,mitochondrial ribosomal protein L28,E,,structural constituent of ribosome:GO:0003735,ribonucleoprotein complex:GO:0030529,gnf1m04405_a_at,655.9,533.3,474,566.6,426.8,631.5,579.6,509.6,693.1,594.7
Gdpd3; gnf1m04406_a_at,glycerophosphodiester phosphodiesterase domain containing 3,U,polyol metabolism:GO:0019751,phosphoric diester hydrolase activity:GO:0008081,integral to membrane:GO:0016021,gnf1m04406_a_at,66.8,27.7,27.4,107.3,70.7,19.1,23.3,101.9,12.8,52.6
Pcyt2; gnf1m04407_a_at,"phosphate cytidylyltransferase 2, ethanolamine",U,biosynthesis:GO:0009058,nucleotidyltransferase activity:GO:0016779,,gnf1m04407_a_at,696.7,529.5,520.3,674.4,582.7,1157.4,571.8,436.1,732.8,539.6
1110030K22Rik; gnf1m04408_a_at,RIKEN cDNA 1110030K22 gene; RIKEN cDNA 1110030K22,U,,,,gnf1m04408_a_at,143.6,168.8,154.2,141.4,146.2,170.2,161.8,162.3,136.6,212.2
Zfpl1; gnf1m04409_a_at,zinc finger like protein 1,Z,biopolymer modification:GO:0043412,metal ion binding:GO:0046872,integral to membrane:GO:0016021,gnf1m04409_a_at,330,239.7,224.6,185.6,281.9,391,329.6,163.3,347.9,349.7
Rexo2; gnf1m04410_a_at,"small fragment nuclease; REX2, RNA exonuclease 2 homolog (S. cerevisiae)",U,,manganese ion binding:GO:0030145,mitochondrion:GO:0005739,gnf1m04410_a_at,853.4,915,830.6,955.5,932,937.9,917.8,858.9,1032.1,1528
Qdpr; gnf1m04411_a_at,quininoid dihydropteridine reductase,U,metabolism:GO:0008152,oxidoreductase activity:GO:0016491,,gnf1m04411_a_at,1177.2,2208.1,1414.8,1784.8,2006.3,3141.4,1860.2,849.4,2131.1,956.6
Stambp; gnf1m04412_a_at,Stam binding protein,E,signal transduction:GO:0007165,metal ion binding:GO:0046872,membrane:GO:0016020,gnf1m04412_a_at,234.3,313.4,186.4,315.4,318.3,326.7,216.9,280.8,259.1,241
Riok1; gnf1m04413_a_at,RIO kinase 1 (yeast),U,,molecular function unknown:GO:0005554,,gnf1m04413_a_at,321.9,325.7,262.4,256.6,326.4,426.6,296.8,349.5,308.9,369.3
Usp16; gnf1m04414_a_at,ubiquitin specific protease 16; ubiquitin specific peptidase 16,E,cellular protein metabolism:GO:0044267,peptidase activity:GO:0008233,,gnf1m04414_a_at,305.6,288.8,224.6,219,262.5,254.7,257.4,258.6,391.7,342.7
1200011M11Rik; gnf1m04415_a_at,"RIKEN cDNA 1200011M11 gene; RIKEN cDNA 1200011M11 gene (1200011M11Rik), mRNA",Z,immune response:GO:0006955,GTP binding:GO:0005525,extracellular space:GO:0005615,gnf1m04415_a_at,19.1,19.1,13.4,21.2,18.4,12.7,28.4,20.1,28.4,20.1
Mxra8; gnf1m04416_a_at,RIKEN cDNA 1200013A08 gene; matrix-remodelling associated 8,M,,,integral to membrane:GO:0016021,gnf1m04416_a_at,440.4,410.7,343.3,435.3,394.3,544.6,485.6,414.3,500.1,560.7
1700016D06Rik; gnf1m04417_at,"RIKEN cDNA 1700016D06 gene; RIKEN cDNA 1700016D06 gene (1700016D06Rik), mRNA",M,,,extracellular space:GO:0005615,gnf1m04417_at,99,114.5,179.2,98.3,139.9,70.4,85.9,157.7,75.5,82.4
Ssbp2; gnf1m04418_at,single-stranded DNA binding protein 2,,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcription regulator activity:GO:0030528,nucleus:GO:0005634,gnf1m04418_at,157.5,78.1,65.4,124.3,102,146.8,114.7,153.8,72.4,124
4930455C21Rik; gnf1m04419_a_at,"RIKEN cDNA 4930455C21 gene; RIKEN cDNA 0610038F07 gene (0610038F07Rik), mRNA",Z,,,extracellular space:GO:0005615,gnf1m04419_a_at,128.8,212.1,166.7,140.7,102.2,249.7,265,165.5,120,245.6
Map4k5; gnf1m04420_a_at,mitogen-activated protein kinase kinase kinase kinase 5,E,protein kinase cascade:GO:0007243,transferase activity:GO:0016740,cytoplasm:GO:0005737,gnf1m04420_a_at,247.8,217.4,183.8,307.8,296.6,199.2,201.2,217.3,134,219.6
Rps27a; gnf1m04421_x_at,RIKEN cDNA 4930431B11 gene; ubiquitin C,,biopolymer modification:GO:0043412,structural constituent of ribosome:GO:0003735,ribosome:GO:0005840,gnf1m04421_x_at,4439.3,4749,6445.1,5931.6,4039.5,7138.1,6279.7,3569.6,4446,11192
1700094C09Rik; gnf1m04422_a_at,"RIKEN cDNA 1700094C09 gene; RIKEN cDNA 1700094C09 gene (1700094C09Rik), mRNA",M,,,extracellular space:GO:0005615,gnf1m04422_a_at,8.2,5.5,11,8.8,8.2,2.8,6.5,11.6,14.2,15.9
Rrbp1; gnf1m04423_a_at,ribosome binding protein 1,U,protein transport:GO:0015031,ribosome receptor activity:GO:0030376,integral to endoplasmic reticulum membrane:GO:0030176,gnf1m04423_a_at,15,13,13.9,15,14.7,8.2,9.9,21,10.6,95
1500015O10Rik; gnf1m04424_a_at,RIKEN cDNA 1500015O10 gene; esophageal cancer related gene 4 protein,M,,,extracellular space:GO:0005615,gnf1m04424_a_at,244.3,242,263.2,772.8,271.4,170.9,277,234.9,649.4,257.1
Bves; gnf1m04425_s_at,blood vessel epicardial substance,,,,,gnf1m04425_s_at,417,402.3,459.1,427,453.4,307.6,436.4,409.6,532.1,366.9
Osbpl5; gnf1m04426_a_at,oxysterol binding protein-like 5,E,sterol transport:GO:0015918,oxysterol binding:GO:0008142,integral to membrane:GO:0016021,gnf1m04426_a_at,212.6,278.2,269.5,145.3,61.3,323.9,339.3,202.6,195.4,323.3
Tnfrsf23; gnf1m04427_at,"tumor necrosis factor receptor superfamily, member 23",Z,,protein binding:GO:0005515,membrane:GO:0016020,gnf1m04427_at,13.3,72.6,28.7,25.4,41.8,17.7,48.2,32.2,72.2,111.6
Ky; gnf1m04428_a_at,kyphoscoliosis; kyphoscoliosis peptidase,,skeletal muscle fiber development:GO:0048741,,,gnf1m04428_a_at,42.2,17,7.6,40.3,22.5,5.1,34.3,41.6,7.5,7.5
Plekhf1; gnf1m04429_a_at,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",E,,zinc ion binding:GO:0008270,,gnf1m04429_a_at,222.3,243.9,253.2,276.1,219.2,235.2,315,219.3,534.2,358.8
Stx1b2; gnf1m04430_s_at,syntaxin 1B1; syntaxin 1B2,U,intracellular protein transport:GO:0006886,protein transporter activity:GO:0008565,integral to membrane:GO:0016021,gnf1m04430_s_at,110.7,118.7,39.4,8.2,35,3.4,27.1,9,33.2,2.5
2810410M20Rik; gnf1m04431_a_at,RIKEN cDNA 2810410M20 gene; Dpy-30-like protein.,E,,,nucleus:GO:0005634,gnf1m04431_a_at,592.8,678.4,853.2,435.4,409.6,745.8,938.5,688.2,543.7,772.6
Lpp; gnf1m04432_a_at,LIM domain containing preferred translocation partner in lipoma,,,zinc ion binding:GO:0008270,,gnf1m04432_a_at,7246.4,6325.2,5677.1,7399,6203,8874.2,7488,6362.5,6197.8,6920.3
Rab22a; gnf1m04433_s_at,"RAB22A, member RAS oncogene family",E,small GTPase mediated signal transduction:GO:0007264,GTP binding:GO:0005525,,gnf1m04433_s_at,304,190,198.9,274.1,270.6,386.7,196.8,226.3,294.4,229.2
H47; gnf1m04434_a_at,histocompatibility 47,M,intracellular protein transport:GO:0006886,selenium binding:GO:0008430,integral to endoplasmic reticulum membrane:GO:0030176,gnf1m04434_a_at,702,651.6,592.6,808.6,531.7,636.7,516.7,545.6,1520.1,2057.2
Derl3; gnf1m04435_a_at,"Der1-like domain family, member 3",E,,,integral to membrane:GO:0016021,gnf1m04435_a_at,376.6,381.2,380.6,282.8,385.7,300,269.1,314.4,309,389.6
Hspb2; gnf1m04436_a_at,heat shock protein 2,Z,somatic muscle development:GO:0007525,,soluble fraction:GO:0005625,gnf1m04436_a_at,62.3,49.7,52.6,68.1,98.4,33.3,147.7,41,72.3,160.9
Cyp4f16; gnf1m04437_a_at,"cytochrome P450, family 4, subfamily f, polypeptide 16",U,electron transport:GO:0006118,metal ion binding:GO:0046872,membrane:GO:0016020,gnf1m04437_a_at,194.5,139.5,181.6,207.1,242.6,172.1,220.7,245.4,226.8,223
Cyp4f18; gnf1m04438_a_at,"cytochrome P450, family 4, subfamily f, polypeptide 18",U,electron transport:GO:0006118,metal ion binding:GO:0046872,membrane:GO:0016020,gnf1m04438_a_at,6.4,7.4,10.6,8.4,12.1,4.1,11.6,5.2,9,8.4
Luzp1; gnf1m04439_at,leucine zipper protein 1,U,,,,gnf1m04439_at,522.5,460.5,348.9,547,519.9,464.1,432.4,287.2,709.4,177.4
Pdc; gnf1m04440_a_at,phosducin,E,sensory perception of light stimulus:GO:0050953,electron transporter activity:GO:0005489,cytosol:GO:0005829,gnf1m04440_a_at,137.4,165.6,134.8,146,115.9,74.6,86,88.5,77.1,64.4
AI553587; gnf1m04441_a_at,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I); expressed sequence AI553587",,heart development:GO:0007507,calcium ion binding:GO:0005509,,gnf1m04441_a_at,250.4,517.5,426.9,567,361.9,287.2,343.9,589.6,212.4,134.8
Trim39; gnf1m04442_a_at,tripartite motif protein 39,Z,biopolymer modification:GO:0043412,ubiquitin-protein ligase activity:GO:0004842,ubiquitin ligase complex:GO:0000151,gnf1m04442_a_at,286.5,268.3,224.7,231.4,291.7,306.4,236.9,265,444.8,501.7
Bhlhb3; gnf1m04443_a_at,"basic helix-loop-helix domain containing, class B3",Z,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcription regulator activity:GO:0030528,transcriptional repressor complex:GO:0017053,gnf1m04443_a_at,65.6,53.7,98.7,66.8,59.1,93.9,35.2,36.8,103.7,58.6
Klra1; gnf1m04444_x_at,"killer cell lectin-like receptor subfamily A, member 12; killer cell lectin-like receptor, subfamily A, member 1",,,receptor activity:GO:0004872,plasma membrane:GO:0005886,gnf1m04444_x_at,224.3,249.8,287.8,297.1,117.7,163.5,185.1,42.3,143.1,38.6
Emid2; gnf1m04445_a_at,EMI domain containing 2,M,anion transport:GO:0006820,protein binding:GO:0005515,Golgi apparatus:GO:0005794,gnf1m04445_a_at,130.7,113.7,145.6,104,150.7,63.5,118.3,135.3,107.1,61
Ublcp1; gnf1m04446_a_at,cDNA sequence BC002236; ubiquitin-like domain containing CTD phosphatase 1,E,biopolymer modification:GO:0043412,peptidase activity:GO:0008233,,gnf1m04446_a_at,578.9,682.5,669.5,574.9,603.6,1126.6,910,563.6,868.2,693.6
AI428795; gnf1m04447_a_at,expressed sequence AI428795,,,,,gnf1m04447_a_at,371,177.1,271.8,183.7,185.7,229.5,220.1,194.5,279.6,232.6
Sgta; gnf1m04448_a_at,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha",U,cellular protein metabolism:GO:0044267,unfolded protein binding:GO:0051082,,gnf1m04448_a_at,1007.7,953.2,997.4,694.8,1073.1,1100.2,919.4,666.7,872.3,731.7
Actl7b; gnf1m04449_a_at,actin-like 7b,E,,protein binding:GO:0005515,cytoskeleton:GO:0005856,gnf1m04449_a_at,384.5,451.5,470.9,347.7,527.7,347.3,384.1,482.7,476.7,283.3
Atp6v0e; gnf1m04450_a_at,"ATPase, H+ transporting, V0 subunit",Z,coenzyme metabolism:GO:0006732,hydrogen ion transporter activity:GO:0015078,proton-transporting two-sector ATPase complex:GO:0016469,gnf1m04450_a_at,638.8,616.1,610.7,676.4,435.5,748.9,475.6,659.7,802,1913.4
Pcbd1; gnf1m04451_a_at,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,U,aromatic compound biosynthesis:GO:0019438,lyase activity:GO:0016829,,gnf1m04451_a_at,292.5,217.9,234.4,298.4,266,827.6,593.8,256.5,303.2,585.7
Dppa5; gnf1m04452_s_at,developmental pluripotency associated 5,M,,nucleic acid binding:GO:0003676,,gnf1m04452_s_at,201.6,143.2,203.8,70.3,159.3,143.5,128.9,104.4,213.7,183.8
Lyar; gnf1m04453_a_at,Ly1 antibody reactive clone,E,,metal ion binding:GO:0046872,nucleus:GO:0005634,gnf1m04453_a_at,155.6,161.5,183.7,141.1,128,142.4,135.2,108.7,199.8,197.5
Stmn2; gnf1m04454_a_at,stathmin-like 2,E,intracellular signaling cascade:GO:0007242,protein binding:GO:0005515,growth cone:GO:0030426,gnf1m04454_a_at,1379.9,2688.6,3028.6,3188.8,2506.2,5226.3,3584.1,3102.9,5123.3,539.8
Slc31a2; gnf1m04455_a_at,"solute carrier family 31, member 2",E,cation transport:GO:0006812,copper ion binding:GO:0005507,integral to membrane:GO:0016021,gnf1m04455_a_at,276.8,262.5,274.6,315.7,236.3,313.3,303.8,316.6,375.7,417.5
Spop; gnf1m04456_a_at,speckle-type POZ protein,E,,protein binding:GO:0005515,,gnf1m04456_a_at,846.6,955.4,691.5,838.4,849.8,734.2,612.2,968.2,1010.5,619.5
Stfa3; gnf1m04457_a_at,stefin A3; stefin A1,M,,cysteine protease inhibitor activity:GO:0004869,intracellular:GO:0005622,gnf1m04457_a_at,19.3,11.4,12.6,11.5,19.7,9,16.1,10.6,9.6,9.8
Tsga2; gnf1m04458_a_at,testis specific gene A2,,M phase of meiotic cell cycle:GO:0051327,,,gnf1m04458_a_at,39,30.8,25.1,13.8,18.5,287.5,126,37,43.2,175.7
Sra1; gnf1m04459_a_at,steroid receptor RNA activator 1,Z,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcription coactivator activity:GO:0003713,transcription factor complex:GO:0005667,gnf1m04459_a_at,541,568.8,543.9,415.2,370.1,586,539.6,481.4,626.8,1883.7
Gtlf3a; gnf1m04460_a_at,gene trap locus F3a,M,,,,gnf1m04460_a_at,167.8,241.1,306.5,272.5,270.6,199,229.2,241.4,276.1,219.1
Btd; gnf1m04461_a_at,biotinidase,U,nitrogen compound metabolism:GO:0006807,biotinidase activity:GO:0047708,extracellular space:GO:0005615,gnf1m04461_a_at,209.7,174.4,406.6,202.5,214.2,306.7,179.5,174,397.4,354.5
Mecr; gnf1m04462_a_at,nuclear receptor binding factor 1; mitochondrial trans-2-enoyl-CoA reductase,U,carboxylic acid metabolism:GO:0019752,trans-2-enoyl-CoA reductase (NADPH) activity:GO:0019166,mitochondrion:GO:0005739,gnf1m04462_a_at,157.7,101.8,148.1,143.7,153.9,181.3,146.8,158.3,148.9,66.1
D18Wsu98e; gnf1m04463_a_at,"DNA segment, Chr 18, Wayne State University 98, expressed; thioredoxin-like 4",E,cell division:GO:0051301,"RNA splicing factor activity, transesterification mechanism:GO:0031202",snRNP U5:GO:0005682,gnf1m04463_a_at,88.1,97.8,92.5,99.8,22.3,155.8,112.5,116.4,164.2,159
Mrpl2; gnf1m04464_a_at,mitochondrial ribosomal protein L2,U,protein biosynthesis:GO:0006412,structural constituent of ribosome:GO:0003735,ribosome:GO:0005840,gnf1m04464_a_at,207.9,177.5,359.9,216.4,74.7,473.7,300.2,254,223.6,281.4
Stau2; gnf1m04465_a_at,staufen (RNA binding protein) homolog 2 (Drosophila),Z,transport:GO:0006810,double-stranded RNA binding:GO:0003725,microtubule:GO:0005874,gnf1m04465_a_at,421.7,428,411.5,645.1,484.3,536,442.9,384.2,446.7,171.2
Nrbf2; gnf1m04466_a_at,nuclear receptor binding factor 2,,,,,gnf1m04466_a_at,319.4,244.3,254.9,223.5,317.5,322.3,378.2,326,353,397.5
1810007E14Rik; gnf1m04467_a_at,"RIKEN cDNA 1810007E14 gene; RIKEN cDNA 1810007E14 gene (1810007E14Rik), mRNA",M,,,,gnf1m04467_a_at,19.9,21.9,19.9,28,26.8,13.9,20.5,19.4,17.8,15.4
Ftsj3; gnf1m04468_a_at,FtsJ homolog 3 (E. coli),U,RNA metabolism:GO:0016070,transferase activity:GO:0016740,nucleus:GO:0005634,gnf1m04468_a_at,136.3,140,153.5,91.5,163.3,132.8,112,166.1,138.8,151.3
Sostdc1; gnf1m04469_a_at,sclerostin domain containing 1,M,negative regulation of BMP signaling pathway:GO:0030514,protein binding:GO:0005515,extracellular space:GO:0005615,gnf1m04469_a_at,44.7,86.3,29.2,388.9,70.6,123.1,78.2,193.5,248.3,69.3
Atp5d; gnf1m04470_a_at,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",U,proton transport:GO:0015992,hydrogen ion transporter activity:GO:0015078,"proton-transporting ATP synthase complex, catalytic core F(1):GO:0045261",gnf1m04470_a_at,932.5,777,1051.3,868,618.6,1554.4,684.8,722.8,1071.8,1106.7
Hars2; gnf1m04471_a_at,histidyl tRNA synthetase 2,U,amino acid metabolism:GO:0006520,"hydrolase activity, acting on ester bonds:GO:0016788",cytoplasm:GO:0005737,gnf1m04471_a_at,767.8,1012.2,1152.6,866,917.5,1718.2,1201.1,1052.7,981.4,722.6
Surb7; gnf1m04472_a_at,SRB7 (supressor of RNA polymerase B) homolog (S. cerevisiae),E,transcription:GO:0006350,,mediator complex:GO:0000119,gnf1m04472_a_at,103.8,66,30.1,69.6,86.1,124.6,201.7,24.4,129.8,198.8
Ndufb5; gnf1m04473_a_at,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5",Z,,,mitochondrion:GO:0005739,gnf1m04473_a_at,1496.3,1635.1,1875.3,1582.1,1448.1,1603.3,2293.6,1549.7,2018.6,1434.1
Mrpl54; gnf1m04474_a_at,mitochondrial ribosomal protein L54,Z,,structural constituent of ribosome:GO:0003735,,gnf1m04474_a_at,158.9,68.1,189.9,195.7,162,428.5,233.1,159.1,201.9,193.8
0610009E20Rik; gnf1m04475_a_at,"RIKEN cDNA 0610009E20 gene; RIKEN cDNA 0610009E20 gene (0610009E20Rik), mRNA",Z,,,integral to membrane:GO:0016021,gnf1m04475_a_at,508.6,572.4,467.7,542.5,500.9,637.8,624.1,545,651.6,613.8
0610009B22Rik; gnf1m04476_a_at,RIKEN cDNA 0610009B22 gene; trafficking protein particle complex 2,E,Golgi vesicle transport:GO:0048193,transcription factor binding:GO:0008134,Golgi stack:GO:0005795,gnf1m04476_a_at,155.6,155.9,71.2,181.2,100.9,259.7,212.8,94,144.6,333.7
0610012G03Rik; gnf1m04477_a_at,RIKEN cDNA 0610012G03 gene,,,,,gnf1m04477_a_at,24.1,13.1,16.4,28.1,15.4,27.4,14.4,13.4,12.8,10.6
Zfp524; gnf1m04478_a_at,zinc finger protein 524,Z,,zinc ion binding:GO:0008270,nucleus:GO:0005634,gnf1m04478_a_at,111,62.9,146.6,63.7,224.3,35.1,34.5,78.4,146.1,281.4
Krtcap2; gnf1m04479_a_at,keratinocyte associated protein 2,Z,,,integral to membrane:GO:0016021,gnf1m04479_a_at,659.5,625.9,514.5,466.9,682,944.2,644.6,627.3,678,1805.6
0610012D17Rik; gnf1m04480_a_at,"RIKEN cDNA 0610012D17 gene; RIKEN cDNA 0610012D17 gene (0610012D17Rik), mRNA",E,,,,gnf1m04480_a_at,126.2,92.6,109.2,188.4,76,194.1,175.6,133.1,34.5,112.6
Gng11; gnf1m04481_a_at,"guanine nucleotide binding protein (G protein), gamma 11",Z,G-protein coupled receptor protein signaling pathway:GO:0007186,signal transducer activity:GO:0004871,heterotrimeric G-protein complex:GO:0005834,gnf1m04481_a_at,254.3,388.1,241.7,247.5,161.4,345.3,350.3,75.5,685.4,591.6
Txndc12; gnf1m04482_a_at,RIKEN cDNA 0610040B21 gene; thioredoxin domain containing 12 (endoplasmic reticulum),U,electron transport:GO:0006118,electron transporter activity:GO:0005489,endoplasmic reticulum:GO:0005783,gnf1m04482_a_at,396.7,482.6,441.3,314.7,417.6,599.9,553.4,500.4,611.7,912.9
0610041E09Rik; gnf1m04483_a_at,"RIKEN cDNA 0610041E09 gene; RIKEN cDNA 0610041E09 gene (0610041E09Rik), mRNA",E,,,,gnf1m04483_a_at,71.3,89.2,74.3,65.1,72.6,7.5,41.1,74,101.6,93.7
Akr7a5; gnf1m04484_a_at,"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)",U,,oxidoreductase activity:GO:0016491,Golgi stack:GO:0005795,gnf1m04484_a_at,455.7,433.1,640.9,383.5,441.3,713.3,454.5,393.2,629.4,506.1
Tmem42; gnf1m04485_a_at,transmembrane protein 42,,,,integral to membrane:GO:0016021,gnf1m04485_a_at,215,174.5,285.7,244.7,212.9,168,254.5,271.1,204.3,359
Chchd6; gnf1m04486_a_at,coiled-coil-helix-coiled-coil-helix domain containing 6,M,,,,gnf1m04486_a_at,381,582.9,632.7,543.7,527.7,956.7,615.3,707.7,338,335
1500040F11Rik; gnf1m04487_at,RIKEN cDNA 1500040F11 gene; Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C (EC 1.10.2.2) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Complex III subunit VII).,Z,electron transport:GO:0006118,oxidoreductase activity:GO:0016491,inner membrane:GO:0019866,gnf1m04487_at,233.8,183.3,225,156,286.9,173,204.9,195.5,234.8,309.9
Smpx; gnf1m04488_a_at,"small muscle protein, X-linked",M,,,cytoplasm:GO:0005737,gnf1m04488_a_at,65.5,35,50.5,39,68.9,30.1,59.1,52.1,118.1,36
Ndufa9; gnf1m04489_a_at,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9",U,nucleotide-sugar metabolism:GO:0009225,NAD binding:GO:0051287,mitochondrion:GO:0005739,gnf1m04489_a_at,1201.9,1193.7,1502.4,1545,1172.1,1602.7,1302.5,1430.5,1448.9,980.3
Tm4sf13; gnf1m04490_a_at,transmembrane 4 superfamily member 13,,,,,gnf1m04490_a_at,1612.3,1323.4,2534.6,2696.1,2402.6,2297.1,1807.3,1842.8,1003.5,2454
Tmed3; gnf1m04491_a_at,transmembrane emp24 domain containing 3,E,intracellular protein transport:GO:0006886,protein carrier activity:GO:0008320,integral to membrane:GO:0016021,gnf1m04491_a_at,622.3,548.7,534.2,518.5,505.8,1002,705.9,449.8,418.3,2819.9
Wbscr18; gnf1m04492_a_at,Williams-Beuren syndrome chromosome region 18 homolog (human),U,,,,gnf1m04492_a_at,433.4,481.2,533.1,507.5,588.1,663.8,503.5,573,421.6,414.7
1110001J03Rik; gnf1m04493_a_at,"RIKEN cDNA 1110001J03 gene; RIKEN cDNA 1110001J03 gene (1110001J03Rik), mRNA",Z,,,,gnf1m04493_a_at,432.9,501.8,474.2,434.4,294.5,704.8,585.9,317.7,629,453.9
1110005A23Rik; gnf1m04494_a_at,RIKEN cDNA 1110005A23 gene; Nuclear protein Hcc-1.,Z,regulation of cellular biosynthesis:GO:0031326,DNA binding:GO:0003677,nucleus:GO:0005634,gnf1m04494_a_at,648.9,682.3,642.6,576.1,434.2,776.9,865.6,598.8,597,1010.6
Chchd1; gnf1m04495_a_at,coiled-coil-helix-coiled-coil-helix domain containing 1,Z,,,nucleus:GO:0005634,gnf1m04495_a_at,60.7,198.5,133.5,109.9,55.6,287.5,132.8,187.4,147,297.1
Mrps36; gnf1m04496_s_at,mitochondrial ribosomal protein S36,M,,,,gnf1m04496_s_at,383.5,364.9,365.4,289.1,207.9,290.8,301.7,272.8,332.7,325.9
1110018J18Rik; gnf1m04497_a_at,RIKEN cDNA 1110018J18 gene; UPF0308 protein C9orf21 homolog.,E,,,,gnf1m04497_a_at,109.8,125.7,114.2,133.2,181.6,115.7,139.9,144.1,136.4,122.5
Acy1; gnf1m04498_a_at,aminoacylase 1,U,amino acid metabolism:GO:0006520,protein dimerization activity:GO:0046983,cytoplasm:GO:0005737,gnf1m04498_a_at,44.9,100.7,76.6,44,139.8,62.5,43.2,51.4,46.4,246.5
Glo1; gnf1m04499_a_at,glyoxalase 1,,carbohydrate metabolism:GO:0005975,lactoylglutathione lyase activity:GO:0004462,,gnf1m04499_a_at,641.9,497.5,502.9,715.3,589,878.8,762.6,561,677.9,491.2
Wbscr22; gnf1m04500_a_at,Williams Beuren syndrome chromosome region 22,U,,transferase activity:GO:0016740,nucleus:GO:0005634,gnf1m04500_a_at,265.9,255.6,311.9,360.3,345.6,344.2,261.5,303.2,201.7,268.7
1110002H13Rik; gnf1m04501_s_at,"RIKEN cDNA 1110002H13 gene; RIKEN cDNA 1110002H13 gene (1110002H13Rik), mRNA",Z,,,integral to membrane:GO:0016021,gnf1m04501_s_at,19.2,20.8,21.3,31.7,16.8,24.9,39,21.4,26.7,24.2
1110001A07Rik; gnf1m04502_a_at,"RIKEN cDNA 1110001A07 gene; RIKEN cDNA 1110001A07 gene (1110001A07Rik), mRNA",M,,,,gnf1m04502_a_at,313.1,242,234.6,263,211.8,257.8,340.7,250.1,278.3,444.9
Ifitm3; gnf1m04503_a_at,interferon induced transmembrane protein 3,M,response to biotic stimulus:GO:0009607,,cytoplasmic membrane-bound vesicle:GO:0016023,gnf1m04503_a_at,401.3,231.8,346.8,242.8,189.4,337.6,221.3,140.2,216.5,1502.8
Cox7b; gnf1m04504_s_at,cytochrome c oxidase subunit VIIb,M,electron transport:GO:0006118,oxidoreductase activity:GO:0016491,inner membrane:GO:0019866,gnf1m04504_s_at,2550,2420.3,3089.3,2765.7,2990.2,4279.8,3229.7,2642.4,3080,3032.3
Eef1e1; gnf1m04505_a_at,eukaryotic translation elongation factor 1 epsilon 1,E,protein biosynthesis:GO:0006412,,nucleus:GO:0005634,gnf1m04505_a_at,339.5,464,332.6,344,381.1,907,658.9,731.9,662.2,405.4
Dnajc15; gnf1m04506_a_at,"DnaJ (Hsp40) homolog, subfamily D, member 1; DnaJ (Hsp40) homolog, subfamily C, member 15",U,cellular protein metabolism:GO:0044267,unfolded protein binding:GO:0051082,,gnf1m04506_a_at,195.6,270.3,340.6,327.1,322.3,387.9,345.3,301,337.9,424
